DayNum,VehId,Trip,Timestamp(ms),Latitude[deg],Longitude[deg],Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW],Air Conditioning Power[Watts],Heater Power[Watts],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Short Term Fuel Trim Bank 1[%],Short Term Fuel Trim Bank 2[%],Long Term Fuel Trim Bank 1[%],Long Term Fuel Trim Bank 2[%]
99.8665671667,5,1760,0,42.2718516667,-83.7417955556,31,6.86999988556,1491,25.0980396271,-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5625,NaN,-1.5625,NaN
99.8665671667,5,1760,800,42.2718516667,-83.7417955556,25,6.86999988556,1491,25.0980396271,-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5625,NaN,-1.5625,NaN
99.8665671667,5,1760,1200,42.2718516667,-83.7417955556,25,7.15000009537,1502,25.0980396271,-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5625,NaN,-1.5625,NaN
99.8665671667,5,1760,1800,42.2718516667,-83.7417955556,13,7.15000009537,1502,25.0980396271,-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5625,NaN,-1.5625,NaN
99.8665671667,5,1760,2800,42.2716761111,-83.7416425,7,7.15000009537,1502,25.0980396271,-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5625,NaN,-1.5625,NaN
99.8665671667,5,1760,3200,42.2716761111,-83.7416425,7,7.17000007629,1527,25.0980396271,-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5625,NaN,-1.5625,NaN
99.8665671667,5,1760,4900,42.2716761111,-83.7416425,13,7.17000007629,1527,25.0980396271,-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5625,NaN,-1.5625,NaN
99.8665671667,5,1760,5500,42.2716761111,-83.7416425,13,17.0400009155,1532,25.0980396271,-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5625,NaN,-1.5625,NaN
99.8665671667,5,1760,5900,42.2715941667,-83.7414444444,13,17.0400009155,1532,25.0980396271,-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5625,NaN,-1.5625,NaN
99.8665671667,5,1760,6300,42.2715941667,-83.7414444444,25,17.0400009155,1532,25.0980396271,-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5625,NaN,-1.5625,NaN
99.8665671667,5,1760,7300,42.2715941667,-83.7414444444,31,17.0400009155,1532,60.7843132019,-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5625,NaN,-1.5625,NaN
